"run_a_3.log","sgemm_tcu_op",2,64,64,512,1,0.2,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_5.log","sgemm_tcu_op",4,64,64,512,1,0.2,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_7.log","sgemm_tcu_op",6,64,64,512,1,0.2,0.99,32,"fp8","fp32",2,2,16,4,0
"run_a_9.log","sgemm_tcu_op",8,64,64,512,1,0.3,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_11.log","sgemm_tcu_op",10,64,64,512,1,0.3,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_13.log","sgemm_tcu_op",12,64,64,512,1,0.3,0.99,32,"fp8","fp32",2,2,16,4,0
"run_a_15.log","sgemm_tcu_op",14,64,64,512,1,0.4,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_17.log","sgemm_tcu_op",16,64,64,512,1,0.4,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_19.log","sgemm_tcu_op",18,64,64,512,1,0.4,0.99,32,"fp8","fp32",2,2,16,4,0
"run_a_21.log","sgemm_tcu_op",20,64,64,512,1,0.5,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_23.log","sgemm_tcu_op",22,64,64,512,1,0.5,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_25.log","sgemm_tcu_op",24,64,64,512,1,0.5,0.99,32,"fp8","fp32",2,2,16,4,0
"run_a_27.log","sgemm_tcu_op",26,64,64,512,1,0.6,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_29.log","sgemm_tcu_op",28,64,64,512,1,0.6,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_31.log","sgemm_tcu_op",30,64,64,512,1,0.6,0.99,32,"fp8","fp32",2,2,16,4,0
"run_a_33.log","sgemm_tcu_op",32,64,64,512,1,0.7,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_35.log","sgemm_tcu_op",34,64,64,512,1,0.7,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_37.log","sgemm_tcu_op",36,64,64,512,1,0.7,0.99,32,"fp8","fp32",2,2,16,4,0
"run_a_39.log","sgemm_tcu_op",38,64,64,512,1,0.8,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_41.log","sgemm_tcu_op",40,64,64,512,1,0.8,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_43.log","sgemm_tcu_op",42,64,64,512,1,0.8,0.99,32,"fp8","fp32",2,2,16,4,0
"run_a_45.log","sgemm_tcu_op",44,64,64,512,1,0.9,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_47.log","sgemm_tcu_op",46,64,64,512,1,0.9,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_49.log","sgemm_tcu_op",48,64,64,512,1,0.9,0.99,32,"fp8","fp32",2,2,16,4,0
"run_a_51.log","sgemm_tcu_op",50,64,64,512,1,0.99,0.4,32,"fp8","fp32",2,2,16,4,0
"run_a_53.log","sgemm_tcu_op",52,64,64,512,1,0.99,0.8,32,"fp8","fp32",2,2,16,4,0
"run_a_55.log","sgemm_tcu_op",54,64,64,512,1,0.99,0.99,32,"fp8","fp32",2,2,16,4,0
