figure,driver,app,variant,warps,threads,tile_rows,tile_cols,matrix_rows,matrix_cols,num_ctas,status,returncode,instrs,cycles,ipc,dxa_transfers,dxa_gmem_reads,dxa_gmem_dedup,dxa_gmem_dedup_rate,dxa_lmem_writes,dxa_avg_gmem_lat,summary_status,attempts,configs,env_overrides,command,output_tail
3b,simx,dxa_copy,dxa,8,32,64,64,512,512,,PASS,0,4416,227560,0.019,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 64,"mode: DXA\ntiles: 64 64\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4416, cycles=227560, IPC=0.019"
3b,simx,dxa_copy,dxa,8,32,64,128,512,512,,PASS,0,2240,174646,0.013,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 64,"mode: DXA\ntiles: 128 64\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=2240, cycles=174646, IPC=0.013"
3b,simx,dxa_copy,dxa,8,32,128,16,512,512,,PASS,0,8768,338578,0.026,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 128,"mode: DXA\ntiles: 16 128\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8768, cycles=338578, IPC=0.026"
3b,simx,dxa_copy,dxa,8,32,128,32,512,512,,PASS,0,4416,225942,0.020,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 128,"mode: DXA\ntiles: 32 128\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4416, cycles=225942, IPC=0.020"
3b,simx,dxa_copy,dxa,8,32,128,64,512,512,,PASS,0,2240,174211,0.013,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 128,"mode: DXA\ntiles: 64 128\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=2240, cycles=174211, IPC=0.013"
3b,simx,dxa_copy,dxa,8,32,128,128,512,512,,PASS,0,1120,143181,0.008,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 128,"mode: DXA\ntiles: 128 128\ntotal_elems: 262144, groups: 16\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=1120, cycles=143181, IPC=0.008"
3b,simx,dxa_copy,lsu,16,8,16,16,512,512,,PASS,0,667776,1055930,0.632,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 16,"mode: LSU\ntiles: 16 16\ntotal_elems: 262144, groups: 1024\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=667776, cycles=1055930, IPC=0.632"
3b,simx,dxa_copy,lsu,16,8,16,32,512,512,,PASS,0,546944,806381,0.678,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 16,"mode: LSU\ntiles: 32 16\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=546944, cycles=806381, IPC=0.678"
3b,simx,dxa_copy,lsu,16,8,16,64,512,512,,PASS,0,486528,677499,0.718,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 16,"mode: LSU\ntiles: 64 16\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=486528, cycles=677499, IPC=0.718"
3b,simx,dxa_copy,lsu,16,8,16,128,512,512,,PASS,0,456320,603671,0.756,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 16,"mode: LSU\ntiles: 128 16\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=456320, cycles=603671, IPC=0.756"
3b,simx,dxa_copy,lsu,16,8,32,16,512,512,,PASS,0,628864,886861,0.709,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 32,"mode: LSU\ntiles: 16 32\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=628864, cycles=886861, IPC=0.709"
3b,simx,dxa_copy,lsu,16,8,32,32,512,512,,PASS,0,527488,724322,0.728,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 32,"mode: LSU\ntiles: 32 32\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=527488, cycles=724322, IPC=0.728"
3b,simx,dxa_copy,lsu,16,8,32,64,512,512,,PASS,0,476800,626071,0.762,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 32,"mode: LSU\ntiles: 64 32\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=476800, cycles=626071, IPC=0.762"
3b,simx,dxa_copy,lsu,16,8,32,128,512,512,,PASS,0,451456,579096,0.780,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 32,"mode: LSU\ntiles: 128 32\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=451456, cycles=579096, IPC=0.780"
3b,simx,dxa_copy,lsu,16,8,64,16,512,512,,PASS,0,609408,820733,0.743,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 64,"mode: LSU\ntiles: 16 64\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=609408, cycles=820733, IPC=0.743"
3b,simx,dxa_copy,lsu,16,8,64,32,512,512,,PASS,0,517760,679023,0.763,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 64,"mode: LSU\ntiles: 32 64\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=517760, cycles=679023, IPC=0.763"
3b,simx,dxa_copy,lsu,16,8,64,64,512,512,,PASS,0,471936,603096,0.783,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 64,"mode: LSU\ntiles: 64 64\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=471936, cycles=603096, IPC=0.783"
3b,simx,dxa_copy,lsu,16,8,64,128,512,512,,PASS,0,448960,722228,0.622,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 64,"mode: LSU\ntiles: 128 64\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=448960, cycles=722228, IPC=0.622"
3b,simx,dxa_copy,lsu,16,8,128,16,512,512,,PASS,0,599680,785183,0.764,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 128,"mode: LSU\ntiles: 16 128\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=599680, cycles=785183, IPC=0.764"
3b,simx,dxa_copy,lsu,16,8,128,32,512,512,,PASS,0,512896,656050,0.782,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 128,"mode: LSU\ntiles: 32 128\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=512896, cycles=656050, IPC=0.782"
3b,simx,dxa_copy,lsu,16,8,128,64,512,512,,PASS,0,469440,726421,0.646,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 128,"mode: LSU\ntiles: 64 128\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=469440, cycles=726421, IPC=0.646"
3b,simx,dxa_copy,lsu,16,8,128,128,512,512,,PASS,0,447712,1278185,0.350,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 128,"mode: LSU\ntiles: 128 128\ntotal_elems: 262144, groups: 16\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=447712, cycles=1278185, IPC=0.350"
3b,simx,dxa_copy,dxa,16,8,16,16,512,512,,PASS,0,69760,524813,0.133,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 16,"mode: DXA\ntiles: 16 16\ntotal_elems: 262144, groups: 1024\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=69760, cycles=524813, IPC=0.133"
3b,simx,dxa_copy,dxa,16,8,16,32,512,512,,PASS,0,34944,311185,0.112,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 16,"mode: DXA\ntiles: 32 16\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=34944, cycles=311185, IPC=0.112"
3b,simx,dxa_copy,dxa,16,8,16,64,512,512,,PASS,0,17536,216501,0.081,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 16,"mode: DXA\ntiles: 64 16\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17536, cycles=216501, IPC=0.081"
3b,simx,dxa_copy,dxa,16,8,16,128,512,512,,PASS,0,8832,175152,0.050,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 16,"mode: DXA\ntiles: 128 16\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8832, cycles=175152, IPC=0.050"
3b,simx,dxa_copy,dxa,16,8,32,16,512,512,,PASS,0,34944,309032,0.113,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 32,"mode: DXA\ntiles: 16 32\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=34944, cycles=309032, IPC=0.113"
3b,simx,dxa_copy,dxa,16,8,32,32,512,512,,PASS,0,17536,212648,0.082,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 32,"mode: DXA\ntiles: 32 32\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17536, cycles=212648, IPC=0.082"
3b,simx,dxa_copy,dxa,16,8,32,64,512,512,,PASS,0,8832,166738,0.053,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 32,"mode: DXA\ntiles: 64 32\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8832, cycles=166738, IPC=0.053"
3b,simx,dxa_copy,dxa,16,8,32,128,512,512,,PASS,0,4480,149124,0.030,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 32,"mode: DXA\ntiles: 128 32\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4480, cycles=149124, IPC=0.030"
3b,simx,dxa_copy,dxa,16,8,64,16,512,512,,PASS,0,17536,205421,0.085,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 64,"mode: DXA\ntiles: 16 64\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17536, cycles=205421, IPC=0.085"
3b,simx,dxa_copy,dxa,16,8,64,32,512,512,,PASS,0,8832,165851,0.053,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 64,"mode: DXA\ntiles: 32 64\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8832, cycles=165851, IPC=0.053"
3b,simx,dxa_copy,dxa,16,8,64,64,512,512,,PASS,0,4480,139760,0.032,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 64,"mode: DXA\ntiles: 64 64\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4480, cycles=139760, IPC=0.032"
3b,simx,dxa_copy,dxa,16,8,64,128,512,512,,PASS,0,2240,134694,0.017,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 64,"mode: DXA\ntiles: 128 64\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=2240, cycles=134694, IPC=0.017"
3b,simx,dxa_copy,dxa,16,8,128,16,512,512,,PASS,0,8832,161824,0.055,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 128,"mode: DXA\ntiles: 16 128\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8832, cycles=161824, IPC=0.055"
3b,simx,dxa_copy,dxa,16,8,128,32,512,512,,PASS,0,4480,141479,0.032,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 128,"mode: DXA\ntiles: 32 128\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4480, cycles=141479, IPC=0.032"
3b,simx,dxa_copy,dxa,16,8,128,64,512,512,,PASS,0,2240,132734,0.017,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 128,"mode: DXA\ntiles: 64 128\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=2240, cycles=132734, IPC=0.017"
3b,simx,dxa_copy,dxa,16,8,128,128,512,512,,PASS,0,1120,126718,0.009,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=8 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 128,"mode: DXA\ntiles: 128 128\ntotal_elems: 262144, groups: 16\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=1120, cycles=126718, IPC=0.009"
3b,simx,dxa_copy,lsu,16,16,16,16,512,512,,PASS,0,277632,1547523,0.179,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 16,"mode: LSU\ntiles: 16 16\ntotal_elems: 262144, groups: 1024\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=277632, cycles=1547523, IPC=0.179"
3b,simx,dxa_copy,lsu,16,16,16,32,512,512,,PASS,0,333952,900937,0.371,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 16,"mode: LSU\ntiles: 32 16\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=333952, cycles=900937, IPC=0.371"
3b,simx,dxa_copy,lsu,16,16,16,64,512,512,,PASS,0,273536,651120,0.420,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 16,"mode: LSU\ntiles: 64 16\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=273536, cycles=651120, IPC=0.420"
3b,simx,dxa_copy,lsu,16,16,16,128,512,512,,PASS,0,243328,514980,0.472,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 16,"mode: LSU\ntiles: 128 16\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=243328, cycles=514980, IPC=0.472"
3b,simx,dxa_copy,lsu,16,16,32,16,512,512,,PASS,0,237184,971945,0.244,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 32,"mode: LSU\ntiles: 16 32\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=237184, cycles=971945, IPC=0.244"
3b,simx,dxa_copy,lsu,16,16,32,32,512,512,,PASS,0,314496,650311,0.484,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 32,"mode: LSU\ntiles: 32 32\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=314496, cycles=650311, IPC=0.484"
3b,simx,dxa_copy,lsu,16,16,32,64,512,512,,PASS,0,263808,513940,0.513,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 32,"mode: LSU\ntiles: 64 32\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=263808, cycles=513940, IPC=0.513"
3b,simx,dxa_copy,lsu,16,16,32,128,512,512,,PASS,0,238464,501716,0.475,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 32,"mode: LSU\ntiles: 128 32\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=238464, cycles=501716, IPC=0.475"
3b,simx,dxa_copy,lsu,16,16,64,16,512,512,,PASS,0,216960,688097,0.315,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 64,"mode: LSU\ntiles: 16 64\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=216960, cycles=688097, IPC=0.315"
3b,simx,dxa_copy,lsu,16,16,64,32,512,512,,PASS,0,304768,517558,0.589,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=16 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 64,"mode: LSU\ntiles: 32 64\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=304768, cycles=517558, IPC=0.589"
