figure,driver,app,variant,warps,threads,tile_rows,tile_cols,matrix_rows,matrix_cols,num_ctas,status,returncode,instrs,cycles,ipc,dxa_transfers,dxa_gmem_reads,dxa_gmem_dedup,dxa_gmem_dedup_rate,dxa_lmem_writes,dxa_avg_gmem_lat,summary_status,attempts,configs,env_overrides,command,output_tail
3b,simx,dxa_copy,lsu,8,16,64,64,512,512,,PASS,0,258880,467078,0.554,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 64,"mode: LSU\ntiles: 64 64\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=258880, cycles=467078, IPC=0.554"
3b,simx,dxa_copy,lsu,8,16,64,128,512,512,,PASS,0,235968,468245,0.504,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 64,"mode: LSU\ntiles: 128 64\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=235968, cycles=468245, IPC=0.504"
3b,simx,dxa_copy,lsu,8,16,128,16,512,512,,PASS,0,206784,494405,0.418,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 128,"mode: LSU\ntiles: 16 128\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=206784, cycles=494405, IPC=0.418"
3b,simx,dxa_copy,lsu,8,16,128,32,512,512,,PASS,0,299840,513932,0.583,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 128,"mode: LSU\ntiles: 32 128\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=299840, cycles=513932, IPC=0.583"
3b,simx,dxa_copy,lsu,8,16,128,64,512,512,,PASS,0,256448,442161,0.580,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 128,"mode: LSU\ntiles: 64 128\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=256448, cycles=442161, IPC=0.580"
3b,simx,dxa_copy,lsu,8,16,128,128,512,512,,PASS,0,234720,673314,0.349,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 128,"mode: LSU\ntiles: 128 128\ntotal_elems: 262144, groups: 16\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=234720, cycles=673314, IPC=0.349"
3b,simx,dxa_copy,dxa,8,16,16,16,512,512,,PASS,0,69696,908699,0.077,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 16,"mode: DXA\ntiles: 16 16\ntotal_elems: 262144, groups: 1024\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=69696, cycles=908699, IPC=0.077"
3b,simx,dxa_copy,dxa,8,16,16,32,512,512,,PASS,0,34880,507394,0.069,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 16,"mode: DXA\ntiles: 32 16\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=34880, cycles=507394, IPC=0.069"
3b,simx,dxa_copy,dxa,8,16,16,64,512,512,,PASS,0,17472,314278,0.056,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 16,"mode: DXA\ntiles: 64 16\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17472, cycles=314278, IPC=0.056"
3b,simx,dxa_copy,dxa,8,16,16,128,512,512,,PASS,0,8768,218433,0.040,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 16,"mode: DXA\ntiles: 128 16\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8768, cycles=218433, IPC=0.040"
3b,simx,dxa_copy,dxa,8,16,32,16,512,512,,PASS,0,34880,509701,0.068,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 32,"mode: DXA\ntiles: 16 32\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=34880, cycles=509701, IPC=0.068"
3b,simx,dxa_copy,dxa,8,16,32,32,512,512,,PASS,0,17472,308296,0.057,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 32,"mode: DXA\ntiles: 32 32\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17472, cycles=308296, IPC=0.057"
3b,simx,dxa_copy,dxa,8,16,32,64,512,512,,PASS,0,8768,213434,0.041,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 32,"mode: DXA\ntiles: 64 32\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8768, cycles=213434, IPC=0.041"
3b,simx,dxa_copy,dxa,8,16,32,128,512,512,,PASS,0,4416,166539,0.027,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 32,"mode: DXA\ntiles: 128 32\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4416, cycles=166539, IPC=0.027"
3b,simx,dxa_copy,dxa,8,16,64,16,512,512,,PASS,0,17472,304647,0.057,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 64,"mode: DXA\ntiles: 16 64\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17472, cycles=304647, IPC=0.057"
3b,simx,dxa_copy,dxa,8,16,64,32,512,512,,PASS,0,8768,211703,0.041,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 64,"mode: DXA\ntiles: 32 64\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8768, cycles=211703, IPC=0.041"
3b,simx,dxa_copy,dxa,8,16,64,64,512,512,,PASS,0,4416,161034,0.027,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 64,"mode: DXA\ntiles: 64 64\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4416, cycles=161034, IPC=0.027"
3b,simx,dxa_copy,dxa,8,16,64,128,512,512,,PASS,0,2240,140189,0.016,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 64,"mode: DXA\ntiles: 128 64\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=2240, cycles=140189, IPC=0.016"
3b,simx,dxa_copy,dxa,8,16,128,16,512,512,,PASS,0,8768,213265,0.041,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 128,"mode: DXA\ntiles: 16 128\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8768, cycles=213265, IPC=0.041"
3b,simx,dxa_copy,dxa,8,16,128,32,512,512,,PASS,0,4416,161335,0.027,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 128,"mode: DXA\ntiles: 32 128\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4416, cycles=161335, IPC=0.027"
3b,simx,dxa_copy,dxa,8,16,128,64,512,512,,PASS,0,2240,140627,0.016,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 128,"mode: DXA\ntiles: 64 128\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=2240, cycles=140627, IPC=0.016"
3b,simx,dxa_copy,dxa,8,16,128,128,512,512,,PASS,0,1120,129195,0.009,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=16 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 128,"mode: DXA\ntiles: 128 128\ntotal_elems: 262144, groups: 16\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=1120, cycles=129195, IPC=0.009"
3b,simx,dxa_copy,lsu,8,32,16,16,512,512,,PASS,0,74816,1911682,0.039,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 16,"mode: LSU\ntiles: 16 16\ntotal_elems: 262144, groups: 1024\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=74816, cycles=1911682, IPC=0.039"
3b,simx,dxa_copy,lsu,8,32,16,32,512,512,,PASS,0,138816,1472216,0.094,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 16,"mode: LSU\ntiles: 32 16\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=138816, cycles=1472216, IPC=0.094"
3b,simx,dxa_copy,lsu,8,32,16,64,512,512,,PASS,0,166976,763908,0.219,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 16,"mode: LSU\ntiles: 64 16\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=166976, cycles=763908, IPC=0.219"
3b,simx,dxa_copy,lsu,8,32,16,128,512,512,,PASS,0,136768,503767,0.271,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 16,"mode: LSU\ntiles: 128 16\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=136768, cycles=503767, IPC=0.271"
3b,simx,dxa_copy,lsu,8,32,32,16,512,512,,PASS,0,37440,996482,0.038,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 32,"mode: LSU\ntiles: 16 32\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=37440, cycles=996482, IPC=0.038"
3b,simx,dxa_copy,lsu,8,32,32,32,512,512,,PASS,0,118592,858192,0.138,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 32,"mode: LSU\ntiles: 32 32\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=118592, cycles=858192, IPC=0.138"
3b,simx,dxa_copy,lsu,8,32,32,64,512,512,,PASS,0,157248,513885,0.306,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 32,"mode: LSU\ntiles: 64 32\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=157248, cycles=513885, IPC=0.306"
3b,simx,dxa_copy,lsu,8,32,32,128,512,512,,PASS,0,131904,376368,0.350,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 32,"mode: LSU\ntiles: 128 32\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=131904, cycles=376368, IPC=0.350"
3b,simx,dxa_copy,lsu,8,32,64,16,512,512,,PASS,0,18752,515460,0.036,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 64,"mode: LSU\ntiles: 16 64\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=18752, cycles=515460, IPC=0.036"
3b,simx,dxa_copy,lsu,8,32,64,32,512,512,,PASS,0,108480,551095,0.197,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 64,"mode: LSU\ntiles: 32 64\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=108480, cycles=551095, IPC=0.197"
3b,simx,dxa_copy,lsu,8,32,64,64,512,512,,PASS,0,152384,384904,0.396,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 64,"mode: LSU\ntiles: 64 64\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=152384, cycles=384904, IPC=0.396"
3b,simx,dxa_copy,lsu,8,32,64,128,512,512,,PASS,0,129472,349238,0.371,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 64,"mode: LSU\ntiles: 128 64\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=129472, cycles=349238, IPC=0.371"
3b,simx,dxa_copy,lsu,8,32,128,16,512,512,,PASS,0,9408,260092,0.036,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 128,"mode: LSU\ntiles: 16 128\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=9408, cycles=260092, IPC=0.036"
3b,simx,dxa_copy,lsu,8,32,128,32,512,512,,PASS,0,103424,397461,0.260,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 128,"mode: LSU\ntiles: 32 128\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=103424, cycles=397461, IPC=0.260"
3b,simx,dxa_copy,lsu,8,32,128,64,512,512,,PASS,0,149952,319575,0.469,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 128,"mode: LSU\ntiles: 64 128\ntotal_elems: 262144, groups: 32\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=149952, cycles=319575, IPC=0.469"
3b,simx,dxa_copy,lsu,8,32,128,128,512,512,,PASS,0,128224,418260,0.307,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18,DXA_COPY_FORCE_LSU=1,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 128,"mode: LSU\ntiles: 128 128\ntotal_elems: 262144, groups: 16\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=128224, cycles=418260, IPC=0.307"
3b,simx,dxa_copy,dxa,8,32,16,16,512,512,,PASS,0,69696,2173638,0.032,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 16,"mode: DXA\ntiles: 16 16\ntotal_elems: 262144, groups: 1024\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=69696, cycles=2173638, IPC=0.032"
3b,simx,dxa_copy,dxa,8,32,16,32,512,512,,PASS,0,34880,1013615,0.034,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 16,"mode: DXA\ntiles: 32 16\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=34880, cycles=1013615, IPC=0.034"
3b,simx,dxa_copy,dxa,8,32,16,64,512,512,,PASS,0,17472,561199,0.031,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 16,"mode: DXA\ntiles: 64 16\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17472, cycles=561199, IPC=0.031"
3b,simx,dxa_copy,dxa,8,32,16,128,512,512,,PASS,0,8768,345442,0.025,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 16,"mode: DXA\ntiles: 128 16\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8768, cycles=345442, IPC=0.025"
3b,simx,dxa_copy,dxa,8,32,32,16,512,512,,PASS,0,34880,1068855,0.033,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 32,"mode: DXA\ntiles: 16 32\ntotal_elems: 262144, groups: 512\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=34880, cycles=1068855, IPC=0.033"
3b,simx,dxa_copy,dxa,8,32,32,32,512,512,,PASS,0,17472,553678,0.032,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 32,"mode: DXA\ntiles: 32 32\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17472, cycles=553678, IPC=0.032"
3b,simx,dxa_copy,dxa,8,32,32,64,512,512,,PASS,0,8768,340619,0.026,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 64 -t1 32,"mode: DXA\ntiles: 64 32\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8768, cycles=340619, IPC=0.026"
3b,simx,dxa_copy,dxa,8,32,32,128,512,512,,PASS,0,4416,232680,0.019,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 128 -t1 32,"mode: DXA\ntiles: 128 32\ntotal_elems: 262144, groups: 64\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=4416, cycles=232680, IPC=0.019"
3b,simx,dxa_copy,dxa,8,32,64,16,512,512,,PASS,0,17472,560760,0.031,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 16 -t1 64,"mode: DXA\ntiles: 16 64\ntotal_elems: 262144, groups: 256\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=17472, cycles=560760, IPC=0.031"
3b,simx,dxa_copy,dxa,8,32,64,32,512,512,,PASS,0,8768,333102,0.026,,,,,,,,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=6 --app=dxa_copy --args=-d2 -s0 512 -s1 512 -t0 32 -t1 64,"mode: DXA\ntiles: 32 64\ntotal_elems: 262144, groups: 128\nstart\nPASSED\nPERF: l3cache: disabled\nPERF: instrs=8768, cycles=333102, IPC=0.026"
