,args,app,clusters,cores,warps,threads,l2cache,l3cache,driver,perf,instrs,cycles,IPC,ibuffer_stalls,scoreboard_stalls,alu_unit_stalls,lsu_unit_stalls,csr_unit_stalls,fpu_unit_stalls,gpu_unit_stalls,loads,stores,branches,icache_reads,icache_read_misses,icache_hit_ratio_perc,dcache_reads,dcache_writes,dcache_read_misses,dcache_read_hit_ratio_perc,dcache_write_misses,dcache_write_hit_ratio_perc,dcache_bank_stalls,dcache_utilization,dcache_mshr_stalls,smem_reads,smem_writes,smem_bank_stalls,smem_utilization,memory_requests,memory_reads,memory_writes,memory_average_latency
0,,bfs,1,1,1,2,False,False,simx,True,54730,170763,0.320503,23,11537,0,61,0,0,0,4578,140,12527,,41,99,4253,49,73,98,44,10,2048,67,0,126,80,0,100,186,113,73,19
1,,bfs,1,1,1,4,False,False,simx,True,54850,89455,0.613157,23,8218,0,61,0,0,0,4604,152,12539,,41,99,4185,49,73,98,44,10,6144,40,800,110,92,0,100,186,113,73,17
2,,bfs,1,1,1,8,False,False,simx,True,55090,48881,1.127023,23,6594,0,61,0,0,0,4656,176,12563,,41,99,4151,49,73,98,44,10,14336,22,1920,120,116,0,100,186,113,73,16
3,,bfs,1,1,1,16,False,False,simx,True,55567,24761,2.244134,23,2309,0,61,0,0,0,4760,224,12611,,41,98,4134,49,73,98,44,10,6144,40,1088,161,164,0,100,186,113,73,18
4,,bfs,1,1,1,32,False,False,simx,True,55147,23973,2.30038,23,1773,0,61,0,0,0,4616,128,12578,,39,98,4134,49,73,98,44,10,2048,67,0,62,68,0,100,184,111,73,26
5,,bfs,1,1,2,2,False,False,simx,True,54854,86942,0.630926,23,10375,0,76,0,0,0,4604,153,12537,,52,99,4256,49,76,98,44,10,2048,67,0,142,93,0,100,186,113,73,18
6,,bfs,1,1,2,4,False,False,simx,True,55092,48043,1.146723,23,10267,0,76,0,0,0,4656,177,12559,,52,99,4188,49,76,98,44,10,6144,40,368,138,117,0,100,186,113,73,19
7,,bfs,1,1,2,8,False,False,simx,True,55565,24870,2.234218,23,3919,0,76,0,0,0,4760,225,12603,,52,99,4154,49,76,98,44,10,6144,40,498,172,165,0,100,186,113,73,18
8,,bfs,1,1,2,16,False,False,simx,True,55727,24715,2.254785,23,2279,0,4,0,0,0,4760,224,12627,,42,98,4134,49,76,98,44,10,6144,40,0,161,164,0,100,186,113,73,26
9,,bfs,1,1,2,32,False,False,simx,True,55469,24095,2.302096,23,1901,0,4,0,0,0,4616,128,12610,,40,98,4134,49,76,98,44,10,2048,67,0,62,68,0,100,184,111,73,27
10,,bfs,1,1,4,2,False,False,simx,True,55102,46610,1.182193,24,10855,0,180,0,0,0,4656,179,12557,,73,99,4262,49,80,98,44,10,2046,67,0,174,119,0,100,186,113,73,17
11,,bfs,1,1,4,4,False,False,simx,True,55573,27242,2.039975,24,14829,0,180,0,0,0,4760,227,12599,,74,99,4194,49,80,98,44,10,6144,40,152,194,167,0,100,186,113,73,18
12,,bfs,1,1,4,8,False,False,simx,True,55727,25006,2.228545,23,4236,0,8,0,0,0,4760,225,12619,,54,99,4154,49,80,98,44,10,6144,40,0,172,165,0,100,186,113,73,28
13,,bfs,1,1,4,16,False,False,simx,True,56051,24717,2.26771,23,2279,0,0,0,0,0,4760,224,12659,,44,98,4134,49,76,98,44,10,6144,40,0,161,164,0,100,186,113,73,26
14,,bfs,1,1,4,32,False,False,simx,True,56113,24136,2.324867,23,1772,0,0,0,0,0,4616,128,12674,,42,98,4134,49,76,98,44,10,2048,67,0,62,68,0,100,184,111,73,27
15,,bfs,1,1,8,2,False,False,simx,True,55595,40548,1.371091,122,7050,0,48,0,0,0,4760,231,12597,,112,99,4274,49,83,98,44,10,2025,68,0,238,171,0,100,186,113,73,18
16,,bfs,1,1,8,4,False,False,simx,True,55739,27504,2.026578,24,15308,0,20,0,0,0,4760,227,12615,,78,99,4194,49,87,97,44,10,6144,40,0,194,167,0,100,186,113,73,45
17,,bfs,1,1,8,8,False,False,simx,True,56055,25009,2.241393,23,3890,0,0,0,0,0,4760,225,12651,,58,99,4154,49,80,98,44,10,6144,40,0,172,165,0,100,186,113,73,25
18,,bfs,1,1,8,16,False,False,simx,True,56699,24748,2.291054,23,2279,0,0,0,0,0,4760,224,12723,,48,98,4134,49,76,98,44,10,6144,40,0,161,164,0,100,186,113,73,26
19,,bfs,1,1,8,32,False,False,simx,True,57401,24172,2.37469,23,1945,0,0,0,0,0,4616,128,12802,,46,98,4134,49,76,98,44,10,2048,67,0,62,68,0,100,184,111,73,35
20,,bfs,1,1,16,2,False,False,simx,True,55769,40752,1.368497,120,6982,0,0,0,0,0,4760,231,12613,,118,99,4274,49,83,98,44,10,2024,68,0,238,171,0,100,186,113,73,18
21,,bfs,1,1,16,4,False,False,simx,True,56075,27504,2.038794,24,14800,0,0,0,0,0,4760,227,12647,,85,99,4194,49,87,97,44,10,6144,40,0,194,167,0,100,186,113,73,27
22,,bfs,1,1,16,8,False,False,simx,True,56711,24980,2.270256,23,3930,0,0,0,0,0,4760,225,12715,,65,99,4154,49,80,98,44,10,6144,40,0,172,165,0,100,186,113,73,26
23,,bfs,1,1,16,16,False,False,simx,True,57995,24844,2.334367,23,2279,0,0,0,0,0,4760,224,12851,,55,98,4134,49,76,98,44,10,6144,40,0,161,164,0,100,186,113,73,26
24,,bfs,1,1,16,32,False,False,simx,True,59977,24264,2.471851,23,1772,0,0,0,0,0,4616,128,13058,,53,98,4134,49,76,98,44,10,2048,67,0,62,68,0,100,184,111,73,27
25,,bfs,1,1,32,2,False,False,simx,True,56121,41156,1.363616,117,7088,0,0,0,0,0,4760,231,12645,,121,99,4274,49,83,98,44,10,2024,68,0,238,171,0,100,186,113,73,21
26,,bfs,1,1,32,4,False,False,simx,True,56747,27704,2.048332,24,15012,0,0,0,0,0,4760,227,12711,,87,99,4194,49,87,97,44,10,6144,40,0,194,167,0,100,186,113,73,34
27,,bfs,1,1,32,8,False,False,simx,True,58023,25235,2.299307,23,3890,0,0,0,0,0,4760,225,12843,,67,99,4154,49,80,98,44,10,6144,40,0,172,165,0,100,186,113,73,25
28,,bfs,1,1,32,16,False,False,simx,True,60587,25184,2.405773,23,2279,0,0,0,0,0,4760,224,13107,,57,98,4134,49,76,98,44,10,6144,40,0,161,164,0,100,186,113,73,27
29,,bfs,1,1,32,32,False,False,simx,True,65129,24433,2.665616,23,1772,0,0,0,0,0,4616,128,13570,,55,98,4134,49,76,98,44,10,2048,67,0,62,68,0,100,184,111,73,29
30,cora.txt,bfs,1,1,1,2,False,False,simx,True,37134,125090,0.296858,165,8064,0,65,0,0,0,3042,131,8540,,43,99,2834,49,52,98,44,10,1280,69,0,91,71,0,100,167,94,73,19
31,pubmed_diabetes.txt,bfs,1,1,1,2,False,False,simx,True,263388,824604,0.319411,1116,56774,0,224,0,0,0,21655,264,60590,,41,99,20401,49,324,98,44,10,9733,67,0,389,204,0,100,435,362,73,22
32,p2p-Gnutella30.txt,bfs,1,1,1,2,False,False,simx,True,487542,1516026,0.321592,2042,105182,0,382,0,0,0,40204,396,112073,,41,99,37927,49,593,98,44,10,18250,67,0,686,336,0,100,702,629,73,23
33,CA-HepPh.txt,bfs,1,1,1,2,False,False,simx,True,159678,505794,0.315698,671,34861,0,208,0,0,0,13206,203,36668,,43,99,12440,49,203,98,44,10,5888,67,0,253,143,0,100,316,243,73,22
34,Cit-HepPh.txt,bfs,1,1,1,2,False,False,simx,True,458058,1429250,0.320488,1905,99080,0,377,0,0,0,37856,379,105230,,43,99,35726,49,559,98,44,10,17152,67,0,649,319,0,100,670,597,73,23
35,Slashdot0811.txt,bfs,1,1,1,2,False,False,simx,True,1026414,3184381,0.322328,4261,221380,0,711,0,0,0,84702,715,235908,,43,99,79968,49,1236,98,44,10,38656,67,0,1405,655,0,100,1343,1270,73,24
36,cora.txt,bfs,1,1,1,4,False,False,simx,True,37278,69434,0.536884,81,6147,0,62,0,0,0,3076,143,8552,,43,99,2783,49,52,98,44,10,3624,43,795,88,83,0,100,167,94,73,21
37,pubmed_diabetes.txt,bfs,1,1,1,4,False,False,simx,True,263538,438549,0.600932,559,41271,0,204,0,0,0,21689,277,60602,,43,99,20081,49,324,98,44,10,29189,40,4926,307,217,0,100,437,364,73,22
38,p2p-Gnutella30.txt,bfs,1,1,1,4,False,False,simx,True,487662,784049,0.621979,1034,75997,0,346,0,0,0,40230,408,112085,,41,99,37315,49,593,98,44,10,54750,40,9052,518,348,0,100,702,629,73,22
39,CA-HepPh.txt,bfs,1,1,1,4,False,False,simx,True,159822,262435,0.608997,335,24729,0,196,0,0,0,13240,215,36680,,43,99,12236,49,203,98,44,10,17616,41,2872,205,155,0,100,316,243,73,19
40,Cit-HepPh.txt,bfs,1,1,1,4,False,False,simx,True,458202,737907,0.620948,951,71076,0,267,0,0,0,37890,391,105242,,43,99,35148,49,559,98,44,10,51428,40,7772,491,331,0,100,670,597,73,20
41,Slashdot0811.txt,bfs,1,1,1,4,False,False,simx,True,1026558,1648563,0.622699,2133,159277,0,635,0,0,0,84736,727,235920,,43,99,78676,49,1236,98,44,10,115552,40,17855,1037,667,0,100,1343,1270,73,23
42,cora.txt,bfs,1,1,1,8,False,False,simx,True,37516,47408,0.791343,53,3540,0,61,0,0,0,3128,167,8576,,43,99,2766,49,52,98,44,10,3220,46,448,107,107,0,100,167,94,73,18
43,pubmed_diabetes.txt,bfs,1,1,1,8,False,False,simx,True,263826,222657,1.184899,279,20908,0,194,0,0,0,21757,301,60626,,43,99,19911,49,324,98,44,10,28682,41,4432,281,241,0,100,437,364,73,19
44,p2p-Gnutella30.txt,bfs,1,1,1,8,False,False,simx,True,487902,415857,1.173245,530,58960,0,328,0,0,0,40282,432,112109,,41,99,37009,49,593,98,44,10,127750,22,19140,452,372,0,100,702,629,73,17
45,CA-HepPh.txt,bfs,1,1,1,8,False,False,simx,True,160110,133124,1.202713,167,12621,0,190,0,0,0,13308,239,36704,,43,99,12134,49,203,98,44,10,17592,40,2683,199,179,0,100,316,243,73,17
46,Cit-HepPh.txt,bfs,1,1,1,8,False,False,simx,True,458490,732094,0.626272,476,397053,0,243,0,0,0,37958,415,105266,,43,99,34859,49,32811,5,44,10,116950,22,856983,430,355,0,100,32924,32851,73,13
47,Slashdot0811.txt,bfs,1,1,1,8,False,False,simx,True,1026846,828109,1.239989,1148,80525,0,834,0,0,0,84804,751,235944,,43,99,78030,49,1236,98,44,10,115344,40,18408,871,691,0,100,1343,1270,73,23
48,cora.txt,bfs,1,1,1,16,False,False,simx,True,37297,25691,1.451753,38,1997,0,61,0,0,0,3056,118,8559,,39,99,2746,49,52,98,44,10,2344,54,314,50,58,0,100,163,90,73,19
49,pubmed_diabetes.txt,bfs,1,1,1,16,False,False,simx,True,264402,129063,2.048627,151,24758,0,189,0,0,0,21893,349,60674,,43,99,19826,49,325,98,44,10,126735,13,16587,304,289,0,100,438,365,73,15
50,p2p-Gnutella30.txt,bfs,1,1,1,16,False,False,simx,True,488382,200493,2.435905,278,19400,0,319,0,0,0,40386,480,112157,,41,99,36856,49,593,98,44,10,54750,40,9126,455,420,0,100,702,629,73,19
51,CA-HepPh.txt,bfs,1,1,1,16,False,False,simx,True,160686,70791,2.269865,83,8839,0,187,0,0,0,13444,287,36752,,43,99,12083,49,203,98,44,10,33976,26,5056,232,227,0,100,316,243,73,16
52,Cit-HepPh.txt,bfs,1,1,1,16,False,False,simx,True,458970,557246,0.82364,252,378333,0,235,0,0,0,38062,463,105314,,43,99,34723,49,32811,5,44,10,246514,12,1925516,438,403,0,100,32924,32851,73,13
53,Slashdot0811.txt,bfs,1,1,1,16,False,False,simx,True,1027422,439769,2.336277,537,62767,0,578,0,0,0,84940,799,235992,,43,99,77707,49,1236,98,44,10,262800,22,43719,824,739,0,100,1343,1270,73,20
54,cora.txt,bfs,1,1,1,32,False,False,simx,True,37473,25568,1.465621,38,1745,0,61,0,0,0,3056,118,8591,,39,99,2746,49,52,98,44,10,660,80,0,50,58,0,100,163,90,73,23
55,pubmed_diabetes.txt,bfs,1,1,1,32,False,False,simx,True,265362,74008,3.585585,95,8716,0,187,0,0,0,22101,445,60770,,43,99,19792,49,325,98,44,10,58629,25,12752,390,385,0,100,438,365,73,24
56,p2p-Gnutella30.txt,bfs,1,1,1,32,False,False,simx,True,489540,298422,1.640429,152,195167,0,231,0,0,0,40658,577,112253,,43,99,36791,49,32846,10,44,10,247626,12,2013997,532,517,0,100,32959,32886,73,13
57,CA-HepPh.txt,bfs,1,1,1,32,False,False,simx,True,161644,46936,3.443924,53,4357,0,110,0,0,0,13652,383,36848,,43,99,12066,49,203,98,44,10,14056,46,3636,323,323,0,100,316,243,73,43
58,Cit-HepPh.txt,bfs,1,1,1,32,False,False,simx,True,459930,295773,1.55501,140,194551,0,231,0,0,0,38270,559,105410,,43,99,34655,49,32811,5,44,10,245760,12,2018850,514,499,0,100,32924,32851,73,13
59,Slashdot0811.txt,bfs,1,1,1,32,False,False,simx,True,1028382,223008,4.611413,378,21900,0,848,0,0,0,85148,895,236088,,43,99,77554,49,1236,98,44,10,112176,40,24964,875,835,0,100,1343,1270,73,27
60,cora.txt,bfs,1,1,2,2,False,False,simx,True,37260,82986,0.448991,112,7465,0,76,0,0,0,3068,144,8550,,53,99,2837,49,55,98,44,10,1280,69,0,107,84,0,100,167,94,73,17
61,pubmed_diabetes.txt,bfs,1,1,2,2,False,False,simx,True,263514,422847,0.62319,686,56544,0,319,0,0,0,21681,277,60600,,51,99,20404,49,331,98,44,10,9748,67,0,405,217,0,100,435,362,73,22
62,p2p-Gnutella30.txt,bfs,1,1,2,2,False,False,simx,True,487666,761110,0.64073,1382,91701,0,1384,0,0,0,40230,409,112083,,51,99,37930,49,604,98,44,10,18260,67,0,702,349,0,100,702,629,73,23
63,CA-HepPh.txt,bfs,1,1,2,2,False,False,simx,True,159804,274954,0.581203,394,31748,0,272,0,0,0,13232,216,36678,,53,99,12443,49,210,98,44,10,5888,67,0,269,156,0,100,316,243,73,21
64,Cit-HepPh.txt,bfs,1,1,2,2,False,False,simx,True,458184,737900,0.62093,1224,83743,0,314,0,0,0,37882,392,105240,,53,99,35729,49,572,98,44,10,17152,67,0,665,332,0,100,672,599,73,24
65,Slashdot0811.txt,bfs,1,1,2,2,False,False,simx,True,1026540,1611594,0.636972,2596,183507,0,1016,0,0,0,84728,728,235918,,53,99,79971,49,1255,98,44,10,38656,67,0,1421,668,0,100,1343,1270,73,23
66,cora.txt,bfs,1,1,2,4,False,False,simx,True,37518,48397,0.775213,53,6917,0,76,0,0,0,3128,168,8572,,54,99,2786,49,55,98,44,10,3624,43,184,116,108,0,100,167,94,73,18
67,pubmed_diabetes.txt,bfs,1,1,2,4,False,False,simx,True,263784,245311,1.075304,414,38018,0,81,0,0,0,21741,302,60622,,53,99,20084,49,330,98,44,10,29189,40,589,335,242,0,100,437,364,73,22
68,p2p-Gnutella30.txt,bfs,1,1,2,4,False,False,simx,True,487904,396759,1.229724,814,65980,0,96,0,0,0,40282,433,112105,,51,99,37318,49,602,98,44,10,54763,40,466,546,373,0,100,702,629,73,20
69,CA-HepPh.txt,bfs,1,1,2,4,False,False,simx,True,160068,155803,1.027374,259,24287,0,315,0,0,0,13292,240,36700,,53,99,12239,49,210,98,44,10,17610,41,992,233,180,0,100,316,243,73,21
70,Cit-HepPh.txt,bfs,1,1,2,4,False,False,simx,True,458448,393339,1.165529,847,64594,0,112,0,0,0,37942,416,105262,,53,99,35151,49,572,98,44,10,51432,40,256,519,356,0,100,672,599,73,20
71,Slashdot0811.txt,bfs,1,1,2,4,False,False,simx,True,1026804,855015,1.200919,2124,151561,0,492,0,0,0,84788,752,235940,,53,99,78679,49,1253,98,44,10,115446,40,945,1065,692,0,100,1345,1272,73,21
72,cora.txt,bfs,1,1,2,8,False,False,simx,True,37595,47326,0.794384,53,3582,0,4,0,0,0,3128,167,8584,,44,99,2766,49,55,98,44,10,3220,46,0,107,107,0,100,167,94,73,24
73,pubmed_diabetes.txt,bfs,1,1,2,8,False,False,simx,True,264312,147902,1.787075,344,44032,0,80,0,0,0,21861,350,60666,,53,99,19914,49,1398,92,44,10,41785,32,1360,333,290,0,100,1505,1432,73,16
74,p2p-Gnutella30.txt,bfs,1,1,2,8,False,False,simx,True,488380,201883,2.419124,398,34789,0,96,0,0,0,40386,481,112149,,51,99,37012,49,602,98,44,10,54766,40,3377,504,421,0,100,702,629,73,26
75,CA-HepPh.txt,bfs,1,1,2,8,False,False,simx,True,160596,93798,1.712147,137,19774,0,81,0,0,0,13412,288,36744,,53,99,12137,49,206,98,44,10,27642,30,630,251,228,0,100,316,243,73,22
76,Cit-HepPh.txt,bfs,1,1,2,8,False,False,simx,True,458968,302406,1.517721,442,227212,0,109,0,0,0,38062,464,105306,,53,99,34862,49,32288,7,44,10,116960,22,270741,482,404,0,100,32396,32323,73,14
77,Slashdot0811.txt,bfs,1,1,2,8,False,False,simx,True,1027332,478791,2.145679,1028,153084,0,107,0,0,0,84908,800,235984,,53,99,78033,49,3836,95,44,10,159405,32,6811,923,740,0,100,3923,3850,73,17
78,cora.txt,bfs,1,1,2,16,False,False,simx,True,37459,25684,1.458457,38,1996,0,4,0,0,0,3056,118,8575,,40,99,2746,49,55,97,44,10,2344,54,0,50,58,0,100,163,90,73,21
79,pubmed_diabetes.txt,bfs,1,1,2,16,False,False,simx,True,265352,77789,3.411176,101,21963,0,315,0,0,0,22101,446,60754,,54,99,19829,49,332,98,44,10,61199,24,6870,404,386,0,100,438,365,73,23
80,p2p-Gnutella30.txt,bfs,1,1,2,16,False,False,simx,True,489348,140770,3.476224,249,76786,0,139,0,0,0,40594,577,112237,,51,99,36859,49,6330,82,44,10,150105,19,43010,555,517,0,100,6427,6354,73,15
81,CA-HepPh.txt,bfs,1,1,2,16,False,False,simx,True,161634,47387,3.410935,53,6618,0,80,0,0,0,13652,384,36832,,53,99,12086,49,208,98,44,10,17592,40,3424,332,324,0,100,316,243,73,41
82,Cit-HepPh.txt,bfs,1,1,2,16,False,False,simx,True,459920,217304,2.116482,181,227903,0,395,0,0,0,38270,560,105394,,53,99,34726,49,17669,49,44,10,246171,12,376275,538,500,0,100,17775,17702,73,14
83,Slashdot0811.txt,bfs,1,1,2,16,False,False,simx,True,1028372,224380,4.583171,397,37382,0,124,0,0,0,85148,896,236072,,53,99,77710,49,1251,98,44,10,115344,40,4185,924,836,0,100,1343,1270,73,25
84,cora.txt,bfs,1,1,2,32,False,False,simx,True,37795,25580,1.477522,38,1744,0,4,0,0,0,3056,118,8623,,40,99,2746,49,55,97,44,10,660,80,0,50,58,0,100,163,90,73,23
85,pubmed_diabetes.txt,bfs,1,1,2,32,False,False,simx,True,267254,50016,5.34337,65,6170,0,80,0,0,0,22517,638,60930,,53,99,19795,49,330,98,44,10,25861,43,1633,586,578,0,100,438,365,73,41
86,p2p-Gnutella30.txt,bfs,1,1,2,32,False,False,simx,True,491434,128856,3.813823,122,121497,0,87,0,0,0,41074,770,112413,,53,99,36794,49,30894,16,44,10,116458,24,611174,728,710,0,100,31001,30928,73,34
87,CA-HepPh.txt,bfs,1,1,2,32,False,False,simx,True,161963,46680,3.469644,53,4123,0,8,0,0,0,13652,383,36880,,44,99,12066,49,208,98,44,10,14056,46,0,323,323,0,100,316,243,73,39
88,Cit-HepPh.txt,bfs,1,1,2,32,False,False,simx,True,461824,125680,3.674602,110,120399,0,103,0,0,0,38686,752,105570,,53,99,34658,49,28415,18,44,10,114688,23,546429,710,692,0,100,28522,28449,73,33
89,Slashdot0811.txt,bfs,1,1,2,32,False,False,simx,True,1030308,240883,4.277214,284,244274,0,178,0,0,0,85564,1088,236248,,53,99,77557,49,39525,49,44,10,306113,20,988817,1071,1028,0,100,39623,39550,73,16
90,cora.txt,bfs,1,1,4,2,False,False,simx,True,37507,62783,0.597407,81,6811,0,180,0,0,0,3120,170,8570,,74,99,2843,49,59,97,44,10,1280,69,0,139,110,0,100,167,94,73,19
91,pubmed_diabetes.txt,bfs,1,1,4,2,False,False,simx,True,263766,220892,1.194095,755,45700,0,180,0,0,0,21733,303,60620,,71,99,20410,49,342,98,44,10,9728,67,0,437,243,0,100,439,366,73,22
92,p2p-Gnutella30.txt,bfs,1,1,4,2,False,False,simx,True,487914,400281,1.218929,1247,80755,0,445,0,0,0,40282,435,112103,,71,99,37936,49,628,98,44,10,17921,67,0,734,375,0,100,706,633,73,25
93,CA-HepPh.txt,bfs,1,1,4,2,False,False,simx,True,160056,153384,1.043499,361,29454,0,183,0,0,0,13284,242,36698,,73,99,12449,49,214,98,44,10,5885,67,0,301,182,0,100,316,243,73,20
94,Cit-HepPh.txt,bfs,1,1,4,2,False,False,simx,True,458436,393463,1.165131,1307,79585,0,181,0,0,0,37934,418,105260,,73,99,35735,49,588,98,44,10,17122,67,0,697,358,0,100,680,607,73,21
95,Slashdot0811.txt,bfs,1,1,4,2,False,False,simx,True,1026792,846209,1.213402,3234,175786,0,180,0,0,0,84780,754,235938,,73,99,79977,49,1286,98,44,10,38048,67,0,1453,694,0,100,1357,1284,73,23
96,cora.txt,bfs,1,1,4,4,False,False,simx,True,37599,48150,0.780872,53,6787,0,8,0,0,0,3128,168,8580,,56,99,2786,49,59,97,44,10,3624,43,0,116,108,0,100,167,94,73,19
97,pubmed_diabetes.txt,bfs,1,1,4,4,False,False,simx,True,264276,151175,1.748146,416,55004,0,180,0,0,0,21845,352,60662,,73,99,20090,49,1633,91,44,10,28139,41,38,391,292,0,100,1735,1662,73,16
98,p2p-Gnutella30.txt,bfs,1,1,4,4,False,False,simx,True,488388,214923,2.272386,544,86097,0,185,0,0,0,40386,483,112145,,72,99,37324,49,613,98,44,10,54711,40,1338,602,423,0,100,702,629,73,22
99,CA-HepPh.txt,bfs,1,1,4,4,False,False,simx,True,160560,96315,1.66703,137,41081,0,662,0,0,0,13396,290,36740,,73,99,12245,49,222,98,44,10,17616,41,988,289,230,0,100,316,243,73,24
100,Cit-HepPh.txt,bfs,1,1,4,4,False,False,simx,True,458932,241712,1.898673,812,113619,0,180,0,0,0,38046,466,105302,,73,99,35157,49,10587,69,44,10,49653,41,538,575,406,0,100,10678,10605,73,16
101,Slashdot0811.txt,bfs,1,1,4,4,False,False,simx,True,1027296,461252,2.22719,1429,157281,0,184,0,0,0,84892,802,235980,,73,99,78685,49,1298,98,44,10,114902,40,850,1121,742,0,100,1363,1290,73,25
102,cora.txt,bfs,1,1,4,8,False,False,simx,True,37759,47326,0.797849,53,3582,0,0,0,0,0,3128,167,8600,,46,99,2766,49,55,98,44,10,3220,46,0,107,107,0,100,167,94,73,24
103,pubmed_diabetes.txt,bfs,1,1,4,8,False,False,simx,True,265268,102435,2.589623,176,41743,0,180,0,0,0,22069,448,60746,,73,99,19920,49,1466,92,44,10,50415,28,305,437,388,0,100,1569,1496,73,17
104,p2p-Gnutella30.txt,bfs,1,1,4,8,False,False,simx,True,489352,130718,3.74357,406,84937,0,180,0,0,0,40594,579,112229,,71,99,37018,49,4460,87,44,10,84457,30,710,608,519,0,100,4546,4473,73,15
105,CA-HepPh.txt,bfs,1,1,4,8,False,False,simx,True,161551,72117,2.240124,239,20100,0,180,0,0,0,13620,386,36824,,75,99,12143,49,214,98,44,10,26760,31,550,355,326,0,100,316,243,73,26
106,Cit-HepPh.txt,bfs,1,1,4,8,False,False,simx,True,459924,163778,2.808216,334,183550,0,180,0,0,0,38270,562,105386,,73,99,34868,49,23826,31,44,10,108902,24,56742,586,502,0,100,23928,23855,73,17
107,Slashdot0811.txt,bfs,1,1,4,8,False,False,simx,True,1028288,277487,3.705716,900,125914,0,180,0,0,0,85116,898,236064,,73,99,78039,49,4181,94,44,10,144195,35,485,1027,838,0,100,4263,4190,73,17
108,cora.txt,bfs,1,1,4,16,False,False,simx,True,37783,25686,1.470957,38,1996,0,0,0,0,0,3056,118,8607,,42,98,2746,49,55,97,44,10,2344,54,0,50,58,0,100,163,90,73,21
109,pubmed_diabetes.txt,bfs,1,1,4,16,False,False,simx,True,267250,51218,5.217892,67,9677,0,180,0,0,0,22517,640,60914,,73,99,19835,49,334,98,44,10,28422,41,1116,604,580,0,100,438,365,73,40
110,p2p-Gnutella30.txt,bfs,1,1,4,16,False,False,simx,True,491248,90839,5.407897,189,107294,0,180,0,0,0,41010,771,112397,,71,99,36865,49,17899,51,44,10,99252,27,53542,755,711,0,100,17999,17926,73,28
111,CA-HepPh.txt,bfs,1,1,4,16,False,False,simx,True,161955,47229,3.429143,53,6252,0,8,0,0,0,13652,384,36864,,55,99,12086,49,212,98,44,10,17592,40,0,332,324,0,100,316,243,73,34
112,Cit-HepPh.txt,bfs,1,1,4,16,False,False,simx,True,461820,116000,3.981207,188,184006,0,180,0,0,0,38686,754,105554,,73,99,34732,49,23761,31,44,10,114164,23,142739,738,694,0,100,23863,23790,73,31
113,Slashdot0811.txt,bfs,1,1,4,16,False,False,simx,True,1030304,198273,5.196391,485,257245,0,180,0,0,0,85564,1090,236232,,73,99,77716,49,28997,62,44,10,295943,20,170534,1124,1030,0,100,29089,29016,73,16
114,cora.txt,bfs,1,1,4,32,False,False,simx,True,38439,25576,1.502932,38,1744,0,0,0,0,0,3056,118,8687,,42,98,2746,49,55,97,44,10,660,80,0,50,58,0,100,163,90,73,23
115,pubmed_diabetes.txt,bfs,1,1,4,32,False,False,simx,True,267895,50119,5.345179,65,6380,0,8,0,0,0,22517,638,60994,,55,99,19795,49,334,98,44,10,25861,43,0,586,578,0,100,438,365,73,69
116,p2p-Gnutella30.txt,bfs,1,1,4,32,False,False,simx,True,495220,83324,5.943305,68,134113,0,180,0,0,0,41906,1156,112733,,73,99,36800,49,17971,51,44,10,51018,41,157135,1120,1096,0,100,18074,18001,73,89
117,CA-HepPh.txt,bfs,1,1,4,32,False,False,simx,True,162607,46784,3.475697,185,4262,0,0,0,0,0,13652,383,36944,,46,99,12066,49,209,98,44,10,14056,46,0,323,323,0,100,316,243,73,39
118,Cit-HepPh.txt,bfs,1,1,4,32,False,False,simx,True,465610,78365,5.941556,56,120399,0,180,0,0,0,39518,1138,105890,,73,99,34664,49,17616,49,44,10,48857,41,80265,1102,1078,0,100,17719,17646,73,81
119,Slashdot0811.txt,bfs,1,1,4,32,False,False,simx,True,1034096,177849,5.814461,280,381365,0,180,0,0,0,86396,1474,236568,,73,99,77563,49,46393,40,44,10,193481,28,917583,1463,1414,0,100,46496,46423,73,64
120,cora.txt,bfs,1,1,8,2,False,False,simx,True,37691,43260,0.871267,62,6919,0,72,0,0,0,3146,183,8586,,89,99,2846,49,67,97,44,10,1280,69,0,155,123,0,100,167,94,73,20
121,pubmed_diabetes.txt,bfs,1,1,8,2,False,False,simx,True,264270,172553,1.531529,925,33672,0,48,0,0,0,21837,355,60660,,110,99,20422,49,508,97,44,10,9485,68,0,501,295,0,100,606,533,73,17
122,p2p-Gnutella30.txt,bfs,1,1,8,2,False,False,simx,True,488410,342132,1.427548,1667,60132,0,48,0,0,0,40386,487,112143,,109,99,37948,49,668,98,44,10,17678,68,0,798,427,0,100,732,659,73,20
123,CA-HepPh.txt,bfs,1,1,8,2,False,False,simx,True,160560,114930,1.397024,532,19864,0,48,0,0,0,13388,294,36738,,112,99,12461,49,213,98,44,10,5749,68,0,365,234,0,100,316,243,73,19
124,Cit-HepPh.txt,bfs,1,1,8,2,False,False,simx,True,458932,323954,1.416658,1649,64096,0,48,0,0,0,38038,470,105300,,111,99,35747,49,1313,96,44,10,16617,68,0,761,410,0,100,1391,1318,73,17
125,Slashdot0811.txt,bfs,1,1,8,2,False,False,simx,True,1027296,704736,1.457703,3804,128764,0,48,0,0,0,84884,806,235978,,112,99,79989,49,1683,97,44,10,36841,68,0,1517,746,0,100,1745,1672,73,19
