benchmark,parameters,threads,warps,cores,configuration,status,cycles,dynamic_instructions,issued_instructions,active_lane_instructions,simd_utilization,vx_yield_count,subgroup_switch_count,watchdog_switch_count,peak_live_split_contexts,normalized_time,normalized_instructions,wall_seconds,notes
cp_ds,"{""local"":32,""percent"":100,""resources"":256,""rounds"":2,""size"":512,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
cp_ds,"{""local"":32,""percent"":100,""resources"":256,""rounds"":2,""size"":512,""stride"":1}",8,8,1,SCS,PASS,578890,50764,50764,171852,0.4231640532660941,3732,2255,0,3,0.6296683442884538,0.3564687377113645,10.644,
cp_ds,"{""local"":32,""percent"":100,""resources"":64,""rounds"":2,""size"":512,""stride"":1}",8,8,1,IPDOM_SW,PASS,921767,142922,142922,499570,0.43692538587481283,0,0,0,0,1.0,1.0,17.059,
cp_ds,"{""local"":32,""percent"":100,""resources"":64,""rounds"":2,""size"":512,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
cp_ds,"{""local"":32,""percent"":100,""resources"":64,""rounds"":2,""size"":512,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
cp_ds,"{""local"":32,""percent"":100,""resources"":64,""rounds"":2,""size"":512,""stride"":1}",8,8,1,SCS,PASS,692888,74052,74052,169746,0.28653176146491655,6944,5014,0,5,0.751695385059348,0.5181287695386294,12.147,
histogram,"{""args"":""-n1024""}",8,8,1,IPDOM_SW,PASS,82425,53144,53144,53144,0.125,0,0,0,0,1.0,1.0,2.371,
histogram,"{""args"":""-n1024""}",8,8,1,IPDOM_native,PASS,82425,53144,53144,53144,0.125,0,0,0,0,1.0,1.0,2.921,
histogram,"{""args"":""-n1024""}",8,8,1,ITS,,,,,,,,,,,,,,
histogram,"{""args"":""-n1024""}",8,8,1,SCS,PASS,82425,53144,53144,53144,0.125,0,0,0,1,1.0,1.0,2.872,
lclist,"{""local"":32,""percent"":0,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,3465752,911596,911596,1006260,0.13798053084919196,0,0,0,0,1.0,1.0,42.362,
lclist,"{""local"":32,""percent"":0,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":0,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":0,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,3578030,309736,309736,429582,0.17336618927086292,32695,29288,0,7,1.0323964322894426,0.33977332063765087,44.221,
lclist,"{""local"":32,""percent"":0,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,1018235,272401,272401,367065,0.16843963494994513,0,0,0,0,1.0,1.0,18.756,
lclist,"{""local"":32,""percent"":0,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":0,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":0,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,1057343,110054,110054,237085,0.2692825794609919,13650,9475,0,5,1.0384076367439736,0.40401466954967125,18.614,
lclist,"{""local"":32,""percent"":0,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,479369,177725,177725,272389,0.19158039105359403,0,0,0,0,1.0,1.0,9.586,
lclist,"{""local"":32,""percent"":0,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":0,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":0,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,458400,64616,64616,206712,0.39988547728116874,9792,2747,0,3,0.9562570796192494,0.3635729357152905,9.189,
lclist,"{""local"":32,""percent"":100,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,3474013,918882,918882,1013658,0.13789284151827982,0,0,0,0,1.0,1.0,36.409,
lclist,"{""local"":32,""percent"":100,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":100,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":100,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,3600481,307656,307656,440322,0.17890192292690538,32151,29038,0,6,1.0364040088508593,0.3348155693549335,41.852,
lclist,"{""local"":32,""percent"":100,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,1016092,276108,276108,370884,0.16790712329957844,0,0,0,0,1.0,1.0,17.358,
lclist,"{""local"":32,""percent"":100,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":100,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":100,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,1087299,118459,118459,265965,0.2806509003115002,15203,10168,0,5,1.0700792841593083,0.42903139351268343,18.562,
lclist,"{""local"":32,""percent"":100,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,492130,184863,184863,279639,0.18908529559728016,0,0,0,0,1.0,1.0,9.789,
lclist,"{""local"":32,""percent"":100,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":100,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":100,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,449253,66646,66646,191802,0.3597402694835399,10070,2849,0,3,0.9128746469428809,0.36051562508452206,8.738,
lclist,"{""local"":32,""percent"":50,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,3473905,913787,913787,1008507,0.13795706767550864,0,0,0,0,1.0,1.0,44.464,
lclist,"{""local"":32,""percent"":50,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":50,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":50,""resources"":128,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,3591180,314321,314321,445082,0.1770013775726089,33548,30629,0,8,1.0337588391162107,0.34397622202986033,45.059,
lclist,"{""local"":32,""percent"":50,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,1018638,272713,272713,367433,0.16841560541668346,0,0,0,0,1.0,1.0,14.152,
lclist,"{""local"":32,""percent"":50,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":50,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":50,""resources"":32,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,1073496,113654,113654,254810,0.28024750558713285,14306,10267,0,4,1.0538542642234041,0.41675314341450537,16.908,
lclist,"{""local"":32,""percent"":50,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,503511,184433,184433,279153,0.1891967543769282,0,0,0,0,1.0,1.0,8.236,
lclist,"{""local"":32,""percent"":50,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.017,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lclist,"{""local"":32,""percent"":50,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lclist,"{""local"":32,""percent"":50,""resources"":8,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,452257,63991,63991,197672,0.38613242487224764,9603,2822,0,3,0.8982067919072274,0.3469606849099673,9.189,
lockht,"{""local"":32,""percent"":100,""resources"":1,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,80131,19052,19052,111924,0.7343323535586815,0,0,0,0,1.0,1.0,2.923,
lockht,"{""local"":32,""percent"":100,""resources"":1,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lockht,"{""local"":32,""percent"":100,""resources"":1,""rounds"":1,""size"":128,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lockht,"{""local"":32,""percent"":100,""resources"":1,""rounds"":1,""size"":128,""stride"":1}",8,8,1,SCS,PASS,116943,16404,16404,69850,0.5322634723238234,2604,448,0,2,1.459397736206961,0.861011967247533,2.621,
lockht,"{""local"":32,""percent"":100,""resources"":1,""rounds"":1,""size"":512,""stride"":1}",8,8,1,IPDOM_SW,PASS,294485,73852,73852,426020,0.7210705194172128,0,0,0,0,1.0,1.0,6.482,
lockht,"{""local"":32,""percent"":100,""resources"":1,""rounds"":1,""size"":512,""stride"":1}",8,8,1,IPDOM_native,DEADLOCK,,,,,,,,,,,,20.033,Natural IPDOM has a same-warp holder/waiter dependency at the polling-loop reconvergence; observed nontermination after 20s. See README for the per-kernel dependency argument.
lockht,"{""local"":32,""percent"":100,""resources"":1,""rounds"":1,""size"":512,""stride"":1}",8,8,1,ITS,,,,,,,,,,,,,,
lockht,"{""local"":32,""percent"":100,""resources"":1,""rounds"":1,""size"":512,""stride"":1}",8,8,1,SCS,PASS,431591,66296,66296,255740,0.4821934958368529,11104,1792,0,2,1.465578891963937,0.8976872664247414,8.737,
lockht,"{""local"":32,""percent"":100,""resources"":64,""rounds"":1,""size"":128,""stride"":1}",8,8,1,IPDOM_SW,PASS,72453,15992,15992,108864,0.8509254627313657,0,0,0,0,1.0,1.0,2.722,
